facility_id,name,type,district,state,lat,lon,beds,annual_surgeries,offers_surgery,specialties,website_url,match_confidence
VF-008956,Varanasi Community #32,Community Health Centre,Varanasi,Uttar Pradesh,25.15832,83.12447,767,475,True,Burns & Reconstruction|Obstetrics & Gynaecology|Urology|ENT|Paediatric Surgery,,0.919
VF-008957,Varanasi Primary #33,Primary Health Centre,Varanasi,Uttar Pradesh,25.14316,82.5453,8,0,False,,,0.853
VF-008958,Varanasi District #34,District Hospital,Varanasi,Uttar Pradesh,25.17977,82.66526,528,589,True,Cleft & Plastic|General Surgery,,0.817
VF-008959,Varanasi Community #35,Community Health Centre,Varanasi,Uttar Pradesh,25.02443,83.66019,27,0,False,,,0.999
VF-008960,Varanasi Primary #36,Primary Health Centre,Varanasi,Uttar Pradesh,25.30018,83.42825,28,0,False,,,0.886
VF-008961,Varanasi Primary #37,Primary Health Centre,Varanasi,Uttar Pradesh,25.33348,83.88916,34,0,False,,,0.815
VF-008962,Varanasi Primary #38,Primary Health Centre,Varanasi,Uttar Pradesh,24.62851,83.46755,16,0,False,,,0.674
VF-008963,Varanasi Medical #39,Medical College Hospital,Varanasi,Uttar Pradesh,25.07003,82.26592,316,2118,True,Cleft & Plastic|Orthopaedics|Paediatric Surgery,,0.807
VF-008964,Varanasi Primary #40,Primary Health Centre,Varanasi,Uttar Pradesh,25.65232,82.46418,39,0,False,,,0.769
VF-008965,Varanasi District #41,District Hospital,Varanasi,Uttar Pradesh,25.67411,83.1521,72,1206,True,Cardiac|General Surgery|Cleft & Plastic,,0.894
VF-008966,Varanasi Community #42,Community Health Centre,Varanasi,Uttar Pradesh,25.0469,82.99211,4,0,False,,,0.999
VF-008967,Varanasi Community #43,Community Health Centre,Varanasi,Uttar Pradesh,25.77301,83.17386,547,653,True,General Surgery|Burns & Reconstruction|Cataract / Ophthalmology|Orthopaedics,,0.825
VF-008968,Varanasi District #44,District Hospital,Varanasi,Uttar Pradesh,24.23907,83.86262,43,0,False,,,0.83
VF-008969,Varanasi Community #45,Community Health Centre,Varanasi,Uttar Pradesh,25.6302,83.32215,33,0,False,,,0.833
VF-008970,Varanasi Primary #46,Primary Health Centre,Varanasi,Uttar Pradesh,25.23665,83.43723,20,0,False,,,0.99
VF-008971,Varanasi Primary #47,Primary Health Centre,Varanasi,Uttar Pradesh,24.66449,82.38842,26,0,False,,,0.84
VF-008972,Varanasi Primary #48,Primary Health Centre,Varanasi,Uttar Pradesh,25.66279,82.71389,50,0,False,,,0.825
VF-008973,Varanasi Private #49,Private Hospital,Varanasi,Uttar Pradesh,25.35103,83.30989,41,0,False,,,0.926
VF-008974,Varanasi Private #50,Private Hospital,Varanasi,Uttar Pradesh,25.78054,82.57395,52,0,False,,,0.731
VF-008975,Varanasi Community #51,Community Health Centre,Varanasi,Uttar Pradesh,24.66659,82.84504,13,0,False,,,0.773
VF-008976,Varanasi Community #52,Community Health Centre,Varanasi,Uttar Pradesh,25.23416,83.31953,30,0,False,,,0.61
VF-008977,Varanasi Private #53,Private Hospital,Varanasi,Uttar Pradesh,26.0778,82.88575,47,0,False,,,0.935
VF-008978,Varanasi Private #54,Private Hospital,Varanasi,Uttar Pradesh,25.28384,83.71017,38,0,False,,,0.791
VF-008979,Varanasi District #55,District Hospital,Varanasi,Uttar Pradesh,25.04878,82.46727,37,0,False,,,0.783
VF-008980,Varanasi Community #56,Community Health Centre,Varanasi,Uttar Pradesh,24.5639,82.44204,45,0,False,,,0.999
VF-008981,Varanasi Primary #57,Primary Health Centre,Varanasi,Uttar Pradesh,24.9416,82.4721,17,0,False,,,0.911
VF-008982,Varanasi Primary #58,Primary Health Centre,Varanasi,Uttar Pradesh,25.48006,83.61862,36,0,False,,,0.993
VF-008983,Varanasi Primary #59,Primary Health Centre,Varanasi,Uttar Pradesh,24.74,82.60968,35,0,False,,,0.67
VF-008984,Varanasi District #60,District Hospital,Varanasi,Uttar Pradesh,25.79493,82.93682,687,3391,True,Burns & Reconstruction|Cardiac|Urology,,0.999
VF-008985,Varanasi Private #61,Private Hospital,Varanasi,Uttar Pradesh,25.14269,82.73281,55,0,False,,,0.784
VF-008986,Varanasi Primary #62,Primary Health Centre,Varanasi,Uttar Pradesh,25.49936,82.96866,30,0,False,,,0.826
VF-008987,Varanasi Community #63,Community Health Centre,Varanasi,Uttar Pradesh,25.52558,82.86223,16,0,False,,,0.803
VF-008988,Varanasi District #64,District Hospital,Varanasi,Uttar Pradesh,25.23015,83.3518,49,0,False,,,0.82
VF-008989,Varanasi Private #65,Private Hospital,Varanasi,Uttar Pradesh,24.89114,83.25682,499,3327,True,Paediatric Surgery|ENT|Burns & Reconstruction,,0.832
VF-008990,Varanasi Primary #66,Primary Health Centre,Varanasi,Uttar Pradesh,25.22168,82.27413,3,0,False,,,0.969
VF-008991,Varanasi Community #67,Community Health Centre,Varanasi,Uttar Pradesh,25.50689,83.60311,53,0,False,,,0.896
VF-008992,Varanasi Private #68,Private Hospital,Varanasi,Uttar Pradesh,25.2374,82.62024,433,130,True,Urology|ENT|General Surgery,,0.775
VF-008993,Varanasi Primary #69,Primary Health Centre,Varanasi,Uttar Pradesh,25.46535,83.53674,7,0,False,,,0.894
VF-008994,Varanasi Private #70,Private Hospital,Varanasi,Uttar Pradesh,24.60023,82.56946,220,1956,True,Orthopaedics|Burns & Reconstruction|Cataract / Ophthalmology,,0.942
VF-008995,Varanasi Private #71,Private Hospital,Varanasi,Uttar Pradesh,25.46034,82.8695,54,0,False,,,0.968
VF-008996,Varanasi Primary #72,Primary Health Centre,Varanasi,Uttar Pradesh,25.12037,83.41556,10,0,False,,,0.844
VF-008997,Varanasi Community #73,Community Health Centre,Varanasi,Uttar Pradesh,25.5036,83.33114,38,0,False,,,0.809
VF-008998,Varanasi Primary #74,Primary Health Centre,Varanasi,Uttar Pradesh,25.43842,83.41592,6,0,False,,,0.696
VF-008999,Varanasi Primary #75,Primary Health Centre,Varanasi,Uttar Pradesh,24.90124,82.95811,24,0,False,,,0.999
VF-009000,Varanasi Community #76,Community Health Centre,Varanasi,Uttar Pradesh,25.53024,83.25459,44,0,False,,,0.792
VF-009001,Varanasi Primary #77,Primary Health Centre,Varanasi,Uttar Pradesh,25.56504,82.52204,53,0,False,,,0.993
VF-009002,Varanasi Medical #78,Medical College Hospital,Varanasi,Uttar Pradesh,24.77647,83.14416,645,256,True,General Surgery|Cataract / Ophthalmology|Obstetrics & Gynaecology,,0.896
VF-009003,Varanasi Primary #79,Primary Health Centre,Varanasi,Uttar Pradesh,25.59067,82.78044,30,0,False,,,0.649
VF-009004,Varanasi Community #80,Community Health Centre,Varanasi,Uttar Pradesh,25.09442,83.51224,41,0,False,,,0.999
VF-009005,Varanasi District #81,District Hospital,Varanasi,Uttar Pradesh,24.53902,83.44477,30,0,False,,,0.923
VF-009006,Varanasi District #82,District Hospital,Varanasi,Uttar Pradesh,24.30863,82.44429,7,0,False,,,0.833
VF-009007,Varanasi Primary #83,Primary Health Centre,Varanasi,Uttar Pradesh,25.70274,83.30835,4,0,False,,,0.821
VF-009008,Varanasi Community #84,Community Health Centre,Varanasi,Uttar Pradesh,25.12199,83.42808,33,0,False,,,0.775
VF-009009,Varanasi Primary #85,Primary Health Centre,Varanasi,Uttar Pradesh,25.52862,83.52265,9,0,False,,,0.737
VF-009010,Varanasi Community #86,Community Health Centre,Varanasi,Uttar Pradesh,25.3613,82.54017,2,0,False,,,0.783
VF-009011,Varanasi Primary #87,Primary Health Centre,Varanasi,Uttar Pradesh,25.62846,83.65601,41,0,False,,,0.907
VF-009012,Varanasi Private #88,Private Hospital,Varanasi,Uttar Pradesh,25.56432,82.99515,40,0,False,,,0.791
VF-009013,Varanasi Community #89,Community Health Centre,Varanasi,Uttar Pradesh,25.44186,82.79858,28,0,False,,,0.956
VF-009014,Varanasi Medical #90,Medical College Hospital,Varanasi,Uttar Pradesh,24.6535,83.20631,260,872,True,Obstetrics & Gynaecology|Orthopaedics|Burns & Reconstruction|General Surgery,,0.925
VF-009015,Varanasi Private #91,Private Hospital,Varanasi,Uttar Pradesh,25.51533,83.0558,18,0,False,,,0.758
VF-009016,Varanasi Primary #92,Primary Health Centre,Varanasi,Uttar Pradesh,24.46384,83.27142,33,0,False,,,0.864
VF-009017,Varanasi District #93,District Hospital,Varanasi,Uttar Pradesh,25.3472,83.86749,619,3500,True,ENT|Cleft & Plastic|Cataract / Ophthalmology,,0.722
VF-009018,Varanasi Community #94,Community Health Centre,Varanasi,Uttar Pradesh,24.79798,82.89373,37,0,False,,,0.863
VF-009019,Varanasi Primary #95,Primary Health Centre,Varanasi,Uttar Pradesh,25.27312,81.92396,33,0,False,,,0.999
VF-009020,Varanasi Community #96,Community Health Centre,Varanasi,Uttar Pradesh,25.00478,83.01992,10,0,False,,,0.977
VF-009021,Varanasi Primary #0,Primary Health Centre,Varanasi,Uttar Pradesh,24.92055,83.32825,34,0,False,,,0.724
VF-009022,Varanasi Community #1,Community Health Centre,Varanasi,Uttar Pradesh,24.85293,82.19673,609,3552,True,General Surgery|Obstetrics & Gynaecology|ENT|Cataract / Ophthalmology,,0.826
VF-009023,Varanasi District #2,District Hospital,Varanasi,Uttar Pradesh,25.39721,82.89241,50,0,False,,,0.74
VF-009024,Varanasi Primary #3,Primary Health Centre,Varanasi,Uttar Pradesh,25.91371,83.45242,8,0,False,,,0.816
VF-009025,Varanasi Private #4,Private Hospital,Varanasi,Uttar Pradesh,24.51677,83.03777,48,0,False,,,0.952
VF-009026,Varanasi Primary #5,Primary Health Centre,Varanasi,Uttar Pradesh,25.68816,82.92444,35,0,False,,,0.729
VF-009027,Varanasi Community #6,Community Health Centre,Varanasi,Uttar Pradesh,25.52101,83.73462,32,0,False,,,0.999
VF-009028,Varanasi Community #7,Community Health Centre,Varanasi,Uttar Pradesh,24.95855,82.9761,2,0,False,,,0.733
VF-009029,Varanasi Community #8,Community Health Centre,Varanasi,Uttar Pradesh,24.54107,82.83777,57,0,False,,,0.664
VF-009030,Varanasi Primary #9,Primary Health Centre,Varanasi,Uttar Pradesh,25.71026,83.60663,31,0,False,,,0.863
VF-009031,Varanasi Primary #10,Primary Health Centre,Varanasi,Uttar Pradesh,24.97496,82.64523,51,0,False,,,0.924
VF-009032,Varanasi Primary #11,Primary Health Centre,Varanasi,Uttar Pradesh,24.88308,83.31823,33,0,False,,,0.847
VF-009033,Varanasi Community #12,Community Health Centre,Varanasi,Uttar Pradesh,25.53464,83.36031,22,0,False,,,0.823
VF-009034,Varanasi Primary #13,Primary Health Centre,Varanasi,Uttar Pradesh,25.5809,83.45979,16,0,False,,,0.989
VF-009035,Varanasi Community #14,Community Health Centre,Varanasi,Uttar Pradesh,25.25985,82.59184,21,0,False,,,0.86
VF-009036,Varanasi Primary #15,Primary Health Centre,Varanasi,Uttar Pradesh,24.71661,83.37268,56,0,False,,,0.884
VF-009037,Varanasi Primary #16,Primary Health Centre,Varanasi,Uttar Pradesh,25.57052,82.8555,51,0,False,,,0.616
VF-009038,Varanasi Medical #17,Medical College Hospital,Varanasi,Uttar Pradesh,26.38506,83.74738,38,0,False,,,0.982
VF-009039,Varanasi Primary #18,Primary Health Centre,Varanasi,Uttar Pradesh,25.42515,82.90551,30,0,False,,,0.84
VF-009040,Varanasi Community #19,Community Health Centre,Varanasi,Uttar Pradesh,25.51431,82.96052,5,0,False,,,0.819
VF-009041,Varanasi Charitable #20,Charitable / Mission Hospital,Varanasi,Uttar Pradesh,24.87854,82.5611,792,1152,True,Orthopaedics|Urology|ENT|Cataract / Ophthalmology,,0.856
VF-009042,Varanasi District #21,District Hospital,Varanasi,Uttar Pradesh,25.59684,82.92422,48,0,False,,,0.622
VF-009043,Varanasi Community #22,Community Health Centre,Varanasi,Uttar Pradesh,26.1624,82.75163,427,1178,True,ENT,,0.823
VF-009044,Varanasi District #23,District Hospital,Varanasi,Uttar Pradesh,25.60741,82.99141,33,0,False,,,0.707
VF-009045,Varanasi Medical #24,Medical College Hospital,Varanasi,Uttar Pradesh,24.97361,82.98887,28,0,False,,,0.759
VF-009046,Varanasi Primary #25,Primary Health Centre,Varanasi,Uttar Pradesh,25.13147,83.43155,58,0,False,,,0.884
VF-009047,Varanasi Private #26,Private Hospital,Varanasi,Uttar Pradesh,25.37416,82.88805,3,0,False,,,0.943
VF-009048,Varanasi District #27,District Hospital,Varanasi,Uttar Pradesh,25.85248,83.09614,34,0,False,,,0.933
VF-009049,Varanasi District #28,District Hospital,Varanasi,Uttar Pradesh,24.86526,83.44954,19,0,False,,,0.791
VF-009050,Varanasi Primary #29,Primary Health Centre,Varanasi,Uttar Pradesh,25.49133,83.15565,49,0,False,,,0.906
VF-009051,Varanasi Primary #30,Primary Health Centre,Varanasi,Uttar Pradesh,24.44328,83.36188,41,0,False,,,0.79
VF-009052,Varanasi Primary #31,Primary Health Centre,Varanasi,Uttar Pradesh,25.217,83.81673,22,0,False,,,0.75
VF-009053,Varanasi Primary #32,Primary Health Centre,Varanasi,Uttar Pradesh,24.80095,82.68832,54,0,False,,,0.884
VF-009054,Varanasi Community #33,Community Health Centre,Varanasi,Uttar Pradesh,25.66113,83.54574,22,0,False,,,0.805
VF-009055,Varanasi District #34,District Hospital,Varanasi,Uttar Pradesh,24.53648,83.51792,27,0,False,,,0.91
VF-009056,Varanasi Primary #35,Primary Health Centre,Varanasi,Uttar Pradesh,25.07418,83.54273,15,0,False,,,0.916
VF-009057,Varanasi Primary #36,Primary Health Centre,Varanasi,Uttar Pradesh,24.60627,82.46202,47,0,False,,,0.898
VF-009058,Varanasi District #37,District Hospital,Varanasi,Uttar Pradesh,24.58825,83.40941,50,0,False,,,0.68
VF-009059,Varanasi Primary #38,Primary Health Centre,Varanasi,Uttar Pradesh,25.37199,82.77879,53,0,False,,,0.892
VF-009060,Varanasi Medical #39,Medical College Hospital,Varanasi,Uttar Pradesh,25.5311,83.07868,316,4073,True,Obstetrics & Gynaecology,,0.868
VF-009061,Varanasi Primary #40,Primary Health Centre,Varanasi,Uttar Pradesh,25.77578,82.43379,28,0,False,,,0.707
VF-009062,Varanasi Private #41,Private Hospital,Varanasi,Uttar Pradesh,24.89731,82.99132,512,702,True,Urology|Orthopaedics|Cleft & Plastic|Burns & Reconstruction,,0.732
VF-009063,Varanasi Primary #42,Primary Health Centre,Varanasi,Uttar Pradesh,24.96852,82.93373,25,0,False,,,0.74
VF-009064,Varanasi Primary #43,Primary Health Centre,Varanasi,Uttar Pradesh,24.44748,83.57681,49,0,False,,,0.713
VF-009065,Varanasi Private #44,Private Hospital,Varanasi,Uttar Pradesh,25.57701,82.60532,119,39,True,Cataract / Ophthalmology|Cleft & Plastic|Paediatric Surgery|Orthopaedics,,0.591
VF-009066,Varanasi Community #45,Community Health Centre,Varanasi,Uttar Pradesh,25.39255,83.09768,58,0,False,,,0.782
VF-009067,Varanasi Primary #46,Primary Health Centre,Varanasi,Uttar Pradesh,25.15767,83.06765,16,0,False,,,0.894
VF-009068,Varanasi Private #47,Private Hospital,Varanasi,Uttar Pradesh,25.57397,82.82183,55,0,False,,,0.978
VF-009069,Varanasi Community #48,Community Health Centre,Varanasi,Uttar Pradesh,24.86302,83.46004,54,0,False,,,0.841
VF-009070,Varanasi Private #49,Private Hospital,Varanasi,Uttar Pradesh,25.35436,83.57181,7,0,False,,,0.858
VF-009071,Varanasi Medical #50,Medical College Hospital,Varanasi,Uttar Pradesh,24.99587,83.26193,870,702,True,Cardiac|Obstetrics & Gynaecology|ENT,,0.74
VF-009072,Varanasi District #51,District Hospital,Varanasi,Uttar Pradesh,25.63415,82.37889,31,0,False,,,0.787
VF-009073,Varanasi Primary #52,Primary Health Centre,Varanasi,Uttar Pradesh,25.67387,82.72315,35,0,False,,,0.896
VF-009074,Varanasi District #53,District Hospital,Varanasi,Uttar Pradesh,25.31844,81.86517,357,1275,True,Cleft & Plastic|Paediatric Surgery|Cardiac,,0.894
VF-009075,Varanasi Primary #54,Primary Health Centre,Varanasi,Uttar Pradesh,24.76639,82.88239,172,1468,True,Burns & Reconstruction|Orthopaedics|Cataract / Ophthalmology,,0.867
VF-009076,Varanasi District #55,District Hospital,Varanasi,Uttar Pradesh,24.69755,83.62149,2,0,False,,,0.947
VF-009077,Varanasi Community #56,Community Health Centre,Varanasi,Uttar Pradesh,25.12196,82.29842,887,1613,True,General Surgery|Cleft & Plastic|Paediatric Surgery,,0.881
VF-009078,Varanasi Primary #57,Primary Health Centre,Varanasi,Uttar Pradesh,25.21136,83.43764,32,0,False,,,0.802
VF-009079,Varanasi Primary #58,Primary Health Centre,Varanasi,Uttar Pradesh,24.72311,82.93614,43,0,False,,,0.94
VF-009080,Varanasi Primary #59,Primary Health Centre,Varanasi,Uttar Pradesh,25.27834,82.95717,55,0,False,,,0.989
VF-009081,Varanasi District #60,District Hospital,Varanasi,Uttar Pradesh,25.8868,82.57845,27,0,False,,,0.928
VF-009082,Varanasi Primary #61,Primary Health Centre,Varanasi,Uttar Pradesh,26.04886,83.17122,9,0,False,,,0.971
VF-009083,Varanasi Primary #62,Primary Health Centre,Varanasi,Uttar Pradesh,26.00171,83.0571,28,0,False,,,0.85
VF-009084,Varanasi District #63,District Hospital,Varanasi,Uttar Pradesh,25.63454,82.59851,28,0,False,,,0.999
VF-009085,Varanasi Primary #64,Primary Health Centre,Varanasi,Uttar Pradesh,25.22749,83.49865,9,0,False,,,0.662
VF-009086,Varanasi Primary #65,Primary Health Centre,Varanasi,Uttar Pradesh,26.07489,82.62977,43,0,False,,,0.865
VF-009087,Varanasi District #66,District Hospital,Varanasi,Uttar Pradesh,25.70266,82.90397,514,2753,True,ENT|Cleft & Plastic|Orthopaedics|Obstetrics & Gynaecology,,0.74
VF-009088,Varanasi Charitable #67,Charitable / Mission Hospital,Varanasi,Uttar Pradesh,25.61356,82.70993,19,0,False,,,0.731
VF-009089,Gorakhpur Medical #68,Medical College Hospital,Gorakhpur,Uttar Pradesh,26.5484,84.09238,8,0,False,,,0.841
VF-009090,Gorakhpur Primary #69,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.8001,83.79918,37,0,False,,,0.839
VF-009091,Gorakhpur Private #70,Private Hospital,Gorakhpur,Uttar Pradesh,27.47412,83.82093,6,0,False,,,0.761
VF-009092,Gorakhpur Primary #71,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.92825,82.60352,48,0,False,,,0.845
VF-009093,Gorakhpur Primary #72,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.65514,83.70557,16,0,False,,,0.99
VF-009094,Gorakhpur Primary #73,Primary Health Centre,Gorakhpur,Uttar Pradesh,25.41113,83.29024,5,0,False,,,0.927
VF-009095,Gorakhpur Primary #74,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.69971,83.19153,3,0,False,,,0.932
VF-009096,Gorakhpur Primary #75,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.21094,83.06475,47,0,False,,,0.964
VF-009097,Gorakhpur Primary #76,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.08476,83.65287,728,2300,True,ENT|Obstetrics & Gynaecology,,0.98
VF-009098,Gorakhpur Charitable #77,Charitable / Mission Hospital,Gorakhpur,Uttar Pradesh,26.37676,83.7591,35,0,False,,,0.954
VF-009099,Gorakhpur Primary #78,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.32255,84.27054,41,0,False,,,0.862
VF-009100,Gorakhpur Primary #79,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.29479,83.27186,13,0,False,,,0.878
VF-009101,Gorakhpur Community #80,Community Health Centre,Gorakhpur,Uttar Pradesh,27.50456,84.05277,59,0,False,,,0.999
VF-009102,Gorakhpur Private #81,Private Hospital,Gorakhpur,Uttar Pradesh,27.8521,83.71476,447,2574,True,General Surgery|Urology|ENT|Cleft & Plastic,,0.999
VF-009103,Gorakhpur Primary #82,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.42372,84.17193,45,0,False,,,0.789
VF-009104,Gorakhpur Community #83,Community Health Centre,Gorakhpur,Uttar Pradesh,26.97506,83.1854,573,2001,True,Orthopaedics,,0.827
VF-009105,Gorakhpur Community #84,Community Health Centre,Gorakhpur,Uttar Pradesh,26.81535,83.41845,51,0,False,,,0.99
VF-009106,Gorakhpur Primary #85,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.06544,83.98564,17,0,False,,,0.962
VF-009107,Gorakhpur Charitable #86,Charitable / Mission Hospital,Gorakhpur,Uttar Pradesh,26.44057,82.83831,7,0,False,,,0.752
VF-009108,Gorakhpur District #87,District Hospital,Gorakhpur,Uttar Pradesh,26.07595,83.62241,55,0,False,,,0.83
VF-009109,Gorakhpur Community #88,Community Health Centre,Gorakhpur,Uttar Pradesh,26.8114,84.85721,38,0,False,,,0.842
VF-009110,Gorakhpur Community #89,Community Health Centre,Gorakhpur,Uttar Pradesh,27.15884,83.42352,30,0,False,,,0.992
VF-009111,Gorakhpur Primary #90,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.72782,83.80639,36,0,False,,,0.745
VF-009112,Gorakhpur Primary #91,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.52987,84.12438,21,0,False,,,0.825
VF-009113,Gorakhpur Private #92,Private Hospital,Gorakhpur,Uttar Pradesh,27.22994,82.81838,233,2025,True,Paediatric Surgery|Cardiac|Cleft & Plastic|Obstetrics & Gynaecology,,0.809
VF-009114,Gorakhpur Primary #93,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.55538,83.82283,16,0,False,,,0.789
VF-009115,Gorakhpur Primary #94,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.03015,83.78493,6,0,False,,,0.922
VF-009116,Gorakhpur Community #95,Community Health Centre,Gorakhpur,Uttar Pradesh,26.49224,82.44859,402,2446,True,General Surgery|Cardiac|ENT|Orthopaedics,,0.898
VF-009117,Gorakhpur Primary #96,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.67362,82.9135,42,0,False,,,0.914
VF-009118,Gorakhpur Community #0,Community Health Centre,Gorakhpur,Uttar Pradesh,25.94813,82.70898,59,0,False,,,0.873
VF-009119,Gorakhpur Primary #1,Primary Health Centre,Gorakhpur,Uttar Pradesh,28.23323,81.9223,26,0,False,,,0.806
VF-009120,Gorakhpur Primary #2,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.12022,83.53054,6,0,False,,,0.928
VF-009121,Gorakhpur Primary #3,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.00898,83.98387,23,0,False,,,0.885
VF-009122,Gorakhpur Primary #4,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.11539,83.15469,24,0,False,,,0.9
VF-009123,Gorakhpur Primary #5,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.25027,83.23091,50,0,False,,,0.71
VF-009124,Gorakhpur Primary #6,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.12108,85.07139,38,0,False,,,0.949
VF-009125,Gorakhpur Community #7,Community Health Centre,Gorakhpur,Uttar Pradesh,26.36705,84.73719,55,0,False,,,0.999
VF-009126,Gorakhpur Private #8,Private Hospital,Gorakhpur,Uttar Pradesh,26.55967,83.95122,4,0,False,,,0.907
VF-009127,Gorakhpur Primary #9,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.57313,84.16754,49,0,False,,,0.926
VF-009128,Gorakhpur Primary #10,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.12608,83.67032,22,0,False,,,0.84
VF-009129,Gorakhpur Private #11,Private Hospital,Gorakhpur,Uttar Pradesh,26.85644,83.31675,192,2033,True,Cataract / Ophthalmology|Paediatric Surgery|Obstetrics & Gynaecology|Cleft & Plastic,,0.74
VF-009130,Gorakhpur Primary #12,Primary Health Centre,Gorakhpur,Uttar Pradesh,27.10923,84.21073,20,0,False,,,0.999
VF-009131,Gorakhpur Primary #13,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.65213,83.59512,21,0,False,,,0.995
VF-009132,Gorakhpur Community #14,Community Health Centre,Gorakhpur,Uttar Pradesh,27.31591,82.80654,3,0,False,,,0.702
VF-009133,Gorakhpur Charitable #15,Charitable / Mission Hospital,Gorakhpur,Uttar Pradesh,26.709,82.66666,11,0,False,,,0.745
VF-009134,Gorakhpur Primary #16,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.59204,83.88094,43,0,False,,,0.915
VF-009135,Gorakhpur Community #17,Community Health Centre,Gorakhpur,Uttar Pradesh,27.3977,83.64359,43,0,False,,,0.748
VF-009136,Gorakhpur District #18,District Hospital,Gorakhpur,Uttar Pradesh,27.07932,83.03952,57,0,False,,,0.627
VF-009137,Gorakhpur Community #19,Community Health Centre,Gorakhpur,Uttar Pradesh,26.72401,83.10023,5,0,False,,,0.911
VF-009138,Gorakhpur District #20,District Hospital,Gorakhpur,Uttar Pradesh,26.61231,82.73654,47,0,False,,,0.782
VF-009139,Gorakhpur District #21,District Hospital,Gorakhpur,Uttar Pradesh,27.1304,83.1063,569,280,True,Cataract / Ophthalmology|General Surgery|Burns & Reconstruction|Cardiac,,0.999
VF-009140,Gorakhpur District #22,District Hospital,Gorakhpur,Uttar Pradesh,25.94409,83.3966,224,2284,True,Orthopaedics|Urology,,0.868
VF-009141,Gorakhpur Private #23,Private Hospital,Gorakhpur,Uttar Pradesh,26.55781,83.03178,426,50,True,Orthopaedics|Obstetrics & Gynaecology|Cataract / Ophthalmology|Cleft & Plastic,,0.758
VF-009142,Gorakhpur Primary #24,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.99492,83.28988,36,0,False,,,0.825
VF-009143,Gorakhpur Primary #25,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.092,82.0337,20,0,False,,,0.976
VF-009144,Gorakhpur Community #26,Community Health Centre,Gorakhpur,Uttar Pradesh,26.70024,83.48712,47,0,False,,,0.698
VF-009145,Gorakhpur Private #27,Private Hospital,Gorakhpur,Uttar Pradesh,26.23843,83.35559,665,1278,True,Cataract / Ophthalmology|ENT,,0.899
VF-009146,Gorakhpur Primary #28,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.97606,83.34643,5,0,False,,,0.848
VF-009147,Gorakhpur Medical #29,Medical College Hospital,Gorakhpur,Uttar Pradesh,26.43793,83.30697,155,2557,True,Burns & Reconstruction|Obstetrics & Gynaecology|Orthopaedics|Cardiac,,0.902
VF-009148,Gorakhpur Community #30,Community Health Centre,Gorakhpur,Uttar Pradesh,25.04428,83.98921,4,0,False,,,0.975
VF-009149,Gorakhpur District #31,District Hospital,Gorakhpur,Uttar Pradesh,26.76809,83.14539,50,0,False,,,0.815
VF-009150,Gorakhpur Community #32,Community Health Centre,Gorakhpur,Uttar Pradesh,26.01404,82.80836,32,0,False,,,0.959
VF-009151,Gorakhpur Community #33,Community Health Centre,Gorakhpur,Uttar Pradesh,26.35249,84.04632,15,0,False,,,0.92
VF-009152,Gorakhpur Primary #34,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.89451,82.97777,35,0,False,,,0.88
VF-009153,Gorakhpur District #35,District Hospital,Gorakhpur,Uttar Pradesh,28.1871,83.78448,4,0,False,,,0.823
VF-009154,Gorakhpur Primary #36,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.04001,83.87222,31,0,False,,,0.925
VF-009155,Gorakhpur Private #37,Private Hospital,Gorakhpur,Uttar Pradesh,26.54177,83.69971,589,2510,True,Paediatric Surgery|Cataract / Ophthalmology|Urology|ENT|Burns & Reconstruction,,0.869
VF-009156,Gorakhpur Community #38,Community Health Centre,Gorakhpur,Uttar Pradesh,27.0891,83.82351,14,0,False,,,0.911
VF-009157,Gorakhpur Primary #39,Primary Health Centre,Gorakhpur,Uttar Pradesh,26.65628,83.44142,2,0,False,,,0.852
